0.029540105	-0.08791514	-0.09777937	-0.04176787	0.112885684	0.067382954	0.014787934	-0.063227415
0.043632697	0.012307321	0.041254014	0.06191985	-0.032717656	-0.027244013	-0.050062384	0.034317322
0.061671603	0.10210095	0.099182464	0.04591307	-0.09874119	-0.02864851	-0.054816794	0.05169867
0.07317458	0.09750887	0.07112676	0.09316866	-0.033061	-0.029861167	-0.09512457	0.100485094
0.104350425	-0.07194301	0.01950266	-0.011636537	0.019436548	0.03714701	0.042807594	0.019019796
0.043103036	0.06807428	0.025475595	0.07465371	-0.01946311	0.024213511	-0.06882129	0.086084515
0.110918544	-0.1015693	-0.14927468	-0.09357342	0.111535564	0.15543637	0.13249552	-0.14818579
0.076523215	0.14239153	0.12570223	0.12288534	-0.1389078	-0.05999412	-0.16069838	0.08771107
0.04270693	0.0039517395	0.03392016	-0.021309942	-0.032851577	0.024298623	0.037052587	0.018174047
0.10022405	-0.0869001	-0.040065233	-0.059553187	0.013768997	-0.029136037	0.0183525	-0.07929178
0.05116403	0.107478306	0.061904337	0.058139592	-0.06562971	-0.0572552	-0.07192015	0.050359115
0.0453011	-0.034954906	-0.07544633	-0.06699383	0.0914461	0.09258372	0.08010046	-0.10148816
0.073127605	-0.09147929	-0.037361886	-0.076640286	0.09356736	0.04981673	0.07204847	-0.06636193
-0.030858	-0.07539075	-0.12729347	-0.104682185	0.083108895	0.031980794	0.07316448	-0.067390285
0.037627425	-0.07592616	-0.11636902	-0.107758515	0.032781094	0.046333626	0.08763456	-0.09407038
0.020153424	-0.14258868	-0.07426278	-0.06951985	0.08503138	0.082785584	0.08235763	-0.07714153
0.044249497	0.06723841	0.048843905	0.091016866	-0.07972565	0.04171056	-0.13267781	0.12575577
0.02365426	0.031350266	0.04663301	-0.039111126	-0.009019198	0.0196792	0.0155710345	-0.02512666
-0.007914048	-0.03619756	-0.04596884	-0.048965316	0.07507319	0.03112749	0.048487306	-0.06184713
0.02603638	-0.0579121	-0.029984264	-0.061497502	-0.0058905543	0.017418375	0.045126375	-0.073711246
0.0074263266	0.02364503	-0.0442117	-0.06814158	0.06843837	0.06556588	0.072192855	-0.020072354
0.07923874	-0.036535297	-0.064772666	-0.026819663	0.051552095	0.045868196	0.009756069	-0.05573515
0.020781392	-0.018678505	0.0017735112	-0.024251616	0.058162235	0.031238215	0.05081324	-0.033429172
0.0047615273	-0.06633999	-0.037872598	-0.018625384	0.009759524	-0.0053036297	0.034201976	-0.0077079847
0.0019727624	0.046116155	0.017545182	0.035368297	-0.001820931	-0.004863627	0.0056370534	-0.040602215
0.0774633	-0.007620982	-0.05134434	-0.09845658	0.10457777	-0.02693576	0.02968784	-0.056116596
0.03967207	0.09411974	-0.0024754982	-0.013782845	-0.04268693	-0.012891509	0.029144004	-0.019556155
-0.04711791	0.091578	0.1267518	0.10034987	-0.12912235	-0.02239634	-0.08220807	0.12871356
-0.023169024	-0.12143707	-0.121895604	-0.14279087	0.11555395	0.07833001	0.14019749	-0.12585394
7.352559e-06	0.07530113	0.12193031	0.054651827	-0.05370957	0.02896004	-0.08500624	0.0694234
-0.008647413	-0.020587403	-0.032392833	0.038017023	-0.03753969	-0.03071164	0.034487024	0.017548824
0.026803344	0.0927225	0.023815027	0.0001551553	-0.020656534	0.03585449	-0.043298975	0.069658384
